category,store_name,original_price,discount_percent,price,comment_count,rating,name,sold,category_group
Phụ kiện điện thoại & máy tính bảng,CHANG TAN,180000.0,57.0,77400.0,3170.0,4.0,[FREESHIP TẶNG CÁP SẠC NHANH 39K] PIN DỰ PHÒNG LCD MẶT GƯƠNG DUNG LƯỢNG 30000MAH - SẠC DỰ PHÒNG CÓ ĐÈN LED HIỂN THỊ DUNG LƯỢNG PIN - HỖ TRỢ SẠC NHANH ],791.0,Tiêu dùng giá thấp
Điện,smart family store,157600.0,19.0,127656.0,300.0,5.0,【🔥Rẻ】Đồng Hồ Vạn Năng DT9205A Đồng Hồ Vạn Năng Thông Minh Màn Hình Kỹ Thuật Số Độ Chính Xác Cao Dụng Cụ Kiểm Tra Bảo Trì Thợ Điện,80.0,Điện tử & Công nghệ giá cao
Dụng cụ cầm tay & phụ kiện,Minh Khôi Electric,200000.0,42.0,116000.0,70.0,5.0,"Đồng hồ vạn năng Samwa YX360-TRn tặng kèm pin,đồng hồ điện tử,máy đo vạn năng, đo điện,đồng hồ đa năng đo điện trở",15.0,Tiêu dùng giá thấp
Điện,TUSUACHUAVN,139000.0,18.0,113980.0,200.0,5.0,"Đồng hồ vạn năng SAMWA YX-360TRN tặng kèm pin, hàng chuẩn loại xịn chính hãng CÓ BẢO HÀNH",55.0,Điện tử & Công nghệ giá cao
Dụng cụ đo lường,KIPRUN,301000.0,46.0,162540.0,1700.0,4.7,"Ampe Kế AC/DC Đồng Hồ Đo Điện Áp Ohm Multimetro Có Cặp Nhiệt Điện, Đèn Nền LCD AN8205C-INTL",224.0,Hàng tiêu dùng trung giá
Điện,ANENG  Store,898858.0,35.0,584257.0,1250.0,4.9,ANENG Đồng Hồ Vạn Năng Chuyên Nghiệp 683 Số Đếm 6000 Ampe Kế Dòng Điện AC/DC Kẹp Thử Điện Đồng Hồ Vạn Năng NCV Màn Hình Cảm Ứng Thông Minh Khác,190.0,Điện tử & Công nghệ giá cao
Nhà thông minh,Điện thông minh & Đèn Led Kawasan,383400.0,28.0,276048.0,20.0,5.0,Ổ cắm điều khiển từ xa 500W C01-RM2A,9.0,Hàng tiêu dùng trung giá
Điện,GlobalLifestyle,196000.0,46.0,105840.0,0.0,0.0,Máy Đo Vạn Năng Kỹ Thuật Số ANENG XL830L 1000V AC/DC Với Dây Đo Và Đầu Dò PT1005B Đa Năng Dùng Cho Kiểm Tra Điện,17.0,Điện tử & Công nghệ giá cao
Dụng cụ cầm tay & phụ kiện,KUAIQU,4079171.0,29.0,2896211.0,20.0,5.0,"[UNI-T Chính Hãng] Đồng Hồ Vạn Năng Kỹ Thuật Số UT61E + UT61D + UT61B Phiên Bản Nâng Cấp Của UNI-T, Máy Kiểm Tra Điện Trở Điện Áp Dòng Điện Xoay Chiều/Một Chiều RMS Thật",7.0,Cao cấp / Premium
Điện,Global Merch Park,637000.0,23.0,490490.0,220.0,5.0,ANENG 612 Đồng Hồ Vạn Năng Kỹ Thuật Số Thông Minh Công Cụ Đo Điện Dung Điện Áp AC/DC Thiết Bị Kiểm Tra Chuyên Nghiệp Với Màn Hình Kỹ Thuật Số,163.0,Điện tử & Công nghệ giá cao
Phụ kiện Máy tính,Sola Digital Store,1699000.0,48.0,883480.0,0.0,0.0,Solakaka Sk961 Bàn Phím Cơ Đèn nền RGB 60% Hot Swappable Bluetooth Không Dây Có Dây 3 Chế Độ hot-Swappable Chuyển Đổi Bàn phím chơi game,0.0,Điện tử & Công nghệ giá cao
Phụ kiện Máy tính,Cửa hàng Công nghệ thông minh Lê Phạm,1099000.0,5.0,1044050.0,0.0,0.0,Bàn Phím Game Logitech G213 RGB Prodigy - Hàng Chính Hãng - Bảo Hành 2 Năm,0.0,Điện tử & Công nghệ giá cao
Smartphones,HONOR Vietnam,3990000.0,25.0,2992500.0,2090.0,4.9,"Điện thoại Honor X6b (6+6)GB+128GB | Pin 5200mAh, Camera 50MP AI, tần số quét 90Hz| Chống bể vỡ | Bảo hành 18 tháng Hàng Chính Hãng",504.0,Cao cấp / Premium
Phụ kiện Máy tính,Fuhlen Store Chính Hãng,2500000.0,32.0,1699999.0,0.0,0.0,Bàn Phím Cơ Không Dây Fuhlen T87s Pro RGB 3-Mode Hotswap Led RGB 16.8 triệu màu - Bảo Hành 2 Năm,0.0,Điện tử & Công nghệ giá cao
Thiết bị đeo thông minh,MI MALL VN,1190000.0,45.0,654500.0,2370.0,5.0,"Đồng Hồ Thông Minh Xiaomi Redmi Watch 5 ACTIVE /  Watch 5 LITE (Chọn phân loại) – Phiên Bản Quốc Tế, Bảo Hành Chính Hãng 12 Tháng",497.0,Hàng tiêu dùng cao giá
Phụ kiện Máy tính,Fuhlen Store Chính Hãng,3000000.0,20.0,2400000.0,0.0,0.0,Bàn Phím Cơ Không Dây Fuhlen H95s Warrior 3-Mode Gasket Hotswap Mạch Xuôi Led RGB nháy theo nhạc - Bảo hành 2 năm,0.0,Điện tử & Công nghệ giá cao
Phụ kiện Máy tính,Fuhlen Store Chính Hãng,3000000.0,20.0,2400000.0,0.0,0.0,Bàn Phím Cơ Không Dây Fuhlen H75s Panda 3-Mode Gasket Hotswap mạch xuôi LED RGB nháy theo nhạc - Bảo hành 2 năm,0.0,Điện tử & Công nghệ giá cao
Phụ kiện Máy tính,Logitech Store Online,1499000.0,21.0,1184210.0,0.0,0.0,"Bàn phím gaming có dây Logitech G213 Prodigy - RGB, Full size, chống tràn bền bỉ",0.0,Điện tử & Công nghệ giá cao
Phụ kiện Máy tính,RAZER,1490000.0,32.0,1013199.0,130.0,5.0,[20H 6/7 - 9.7 Nhập 77LAZSOCIAL80K Voucher giảm 12% đơn từ 250K tối đa 80K]Bàn Phím Gaming Razer Ornata V3 X Có Dây | Full Size | Low-Profile Keycap | Keycap Phủ UV | Silent Membrane | Led Đơn,38.0,Điện tử & Công nghệ giá cao
Phụ kiện Máy tính,Long Hưng TechZone,5699000.0,23.0,4388230.0,0.0,0.0,"Bàn phím không dây Bluetooth Logitech G913 TKL Lightspeed - Hàng chính hãng - LED 16 triệu màu, độ dài dây đến 1.8m, cảm giác bấm cực tốt",0.0,Điện tử & Công nghệ giá cao
Phụ kiện Máy tính,Fuhlen Store Chính Hãng,3000000.0,20.0,2400000.0,0.0,0.0,Bàn Phím Cơ Không Dây Fuhlen H95s CSA Panda 3-Mode Gasket Hotswap Mạch Xuôi Led RGB nháy theo nhạc - Bảo hành 2 năm,0.0,Điện tử & Công nghệ giá cao
Phụ kiện Máy tính,Fuhlen Store Chính Hãng,3400000.0,30.0,2380000.0,0.0,0.0,Bàn Phím Cơ Không Dây Fuhlen H75s Warrior 3-Mode Gasket Hotswap mạch xuôi LED RGB nháy theo nhạc - Bảo hành 2 năm,0.0,Điện tử & Công nghệ giá cao
Phụ kiện điện thoại & máy tính bảng,Vention Digital Store,719000.0,31.0,496109.0,1480.0,5.0,Vention 22.5W 20000mAh sạc dự phòng xách tay Powerbank 10000mAh 20W PD sạc nhanh với màn hình hiển thị kỹ thuật số cho iPhone 16 15 Pro Max Samsung Xiaomi Huawei USB C Ốp tích hợp pin dự phòng,494.0,Hàng tiêu dùng cao giá
Phụ kiện Máy tính,RAZER,4990000.0,38.0,3093800.0,0.0,0.0,"Bàn Phím Gaming Razer DeathStalker V2 Pro Tenkeyless | Có dây-Wireless 2,4 Ghz-Bluetooth | Switch Low-Profile | Led RGB",0.0,Điện tử & Công nghệ giá cao
Phụ kiện Máy tính,WK Store,1399000.0,18.0,1147180.0,50.0,5.0,"Bàn phím cơ Dareu EK75 PRO - BLACK GOLDEN Dream Switch RGB (3 Modes, Hotswap, Gasket)- BH 24T",11.0,Điện tử & Công nghệ giá cao
Thiết bị nhà bếp,CH Khánh Dương,1186000.0,33.0,794619.0,20.0,5.0,Nồi lẩu hấp đa năng 3 tầng. Đổi mới 100% trong vòng 30 ngày nếu lỗi kỹ thuật. Bảo hành 1 năm,6.0,Cao cấp / Premium
Trang trí nhà cửa,Coleen Decor bàn học,100000.0,30.0,70000.0,0.0,0.0,Đồng Hồ Đa Chức Năng Mặt LED Điện Tử Báo Thức Để Bàn (tặng kèm pin) Trang Trí Bàn Học Decor COLEEN,0.0,Tiêu dùng giá thấp
Smartphones,Xiaomi Official Store,9990000.0,20.0,7992000.0,780.0,4.8,"Điện thoại thông minh POCO X7 Pro 5G (8+256GB | 12+256G) | Màn hình 6.67"" 120Hz AMOLED | D8400-Ultra | Camera 50MP OIS | Pin 6000mAh",235.0,Cao cấp / Premium
Dụng cụ đo lường,Thợ Máy,245000.0,3.0,237650.0,170.0,5.0,"Đồng Hồ Vạn Năng Zoyi ZT-100 Đo Điện Kỹ Thuật Số Thiết Kế Nhỏ Gọn, Màn Hình Hiển Thị Lớn, Dễ Đọc",53.0,Hàng tiêu dùng trung giá
Điện,ĐIỆN TỬ HỒNG UYÊN,75000.0,25.0,56250.0,530.0,4.7,"Mạch sạc dự phòng Sịn - Nhiều cổng SẠC NHANH. Có LCD hiển thị, Mạch không giới hạn số lượng pin nhiều cổng Type-C + USB+ Lightning và MicroUSB",224.0,Điện tử & Công nghệ giá cao
Trang trí nhà cửa,Nhím shop 94,65000.0,42.0,37700.0,40.0,4.0,"Đồng Hồ Điện Tử Để Bàn Có Đèn LED Đổi Màu, Đa Chức Năng : Thời Gian, Ngày Tháng, Báo Thức, Đo Độ",13.0,Tiêu dùng giá thấp
Phụ kiện điện thoại & máy tính bảng,MichanK,230000.0,57.0,98900.0,40.0,4.0,Sạc dự phòng Xiaomi Mi Gen 3 10000mAh Tích Hợp Cổng Type-C chính hãng Sạc nhanh 18W cho nhiều thiết bị hỗ trợ sạc nhanh,29.0,Tiêu dùng giá thấp
Phụ kiện điện thoại & máy tính bảng,GUTEK,350000.0,37.0,220500.0,980.0,4.8,Sạc dự phòng 30000mah Pin dung lượng lớn sạc nhanh 120W/PD20W đi kèm dây sạc điện thoại – Gutek GT69,321.0,Hàng tiêu dùng trung giá
Phụ kiện điện thoại & máy tính bảng,GUTEK,290000.0,32.0,197199.0,5130.0,4.9,Sạc dự phòng 20000mah Gutek GT160 sạc nhanh 100w dung lượng pin lớn có sẵn dây sạc cho nhiều thiết bị điện thoại,1500.0,Hàng tiêu dùng trung giá
Đèn,Điện Việt,82000.0,35.0,53300.0,24240.0,4.8,"Đèn bàn học bài, đọc sách loại tốt nhiều mẫu - Điện Việt",7800.0,Tiêu dùng giá thấp
Phụ kiện Máy tính,Richky05,300000.0,74.0,78000.0,30.0,5.0,Chuột chơi game Logitech G102 lightsync chuột quang có dây USB 8000DPI 6 nút Có Đèn Led Đẹp Mắt LIGHTSYNC Gaming Mouse Gen 2,44.0,Điện tử & Công nghệ giá cao
Trường học & văn phòng,WHPHous Vietnam,77206.0,44.0,43235.0,10.0,5.0,WHPHous 12 chữ số điện kép chức năng Tiêu chuẩn điện tử máy tính cầm tay cho văn phòng hàng ngày và cơ bản,0.0,Tiêu dùng giá thấp
Thiết bị âm thanh,TinAnOffice,258000.0,15.0,219300.0,1110.0,4.9,"Micro Đa Hướng SK30/M60 Độ Nhạy Cao Kết Nối USB Hoặc Jack 3.5 Cho PC, Laptop, Máy Tính",428.0,Hàng tiêu dùng trung giá
Thiết bị nhà bếp,SG Music Offical,1000000.0,75.0,250000.0,20.0,5.0,"Máy Xay Sinh Tố Cầm Tay Đa Năng OSTMARS Dung Tích 500ML 10 Lưỡi Dao Sắc Bén, Máy Xay Sạc Pin Tích Điện 2IN1 Kiêm Bình Nước Tặng Kèm Dây Đeo Tiện Lợi",6.0,Hàng tiêu dùng trung giá
Phụ kiện điện thoại & máy tính bảng,Sạc dự phòng giá sỉ 2,518000.0,49.0,264180.0,10.0,5.0,Sạc dự phòng 50000 80000MAH sạc nhanh PD120W/20W trong suốt tích hợp 2 dây sạc tích hợp đèn led chiếu sáng,5.0,Hàng tiêu dùng trung giá
Điện,Xanh LazmaIl,320000.0,53.0,150400.0,400.0,4.8,"[HÀNG MỸ Tiết Kiệm Dõ Dệt Sau 1 Tháng Sử Dụng] Thiết bị tiết kiệm điện Eletricity saving box - Thiết Bị Tiết Kiệm Điện, Máy Tiết Kiệm Điện Eletricity Saving Box 220V, Thiết Bị Tiết Kiệm Điện Thông Minh Giữ Nguồn Điện Ổn Định Bộ Tiết Kiệm Điện Đa Năng",80.0,Điện tử & Công nghệ giá cao
Phụ kiện điện thoại & máy tính bảng,Vention Franchised Store,3549200.0,52.0,1703616.0,180.0,4.6,Vention 27000mAh 100W/140W Sạc Dự Phòng - Màn Hình Màu TFT Thông Minh - Sạc Laptop Gaming/Creator - 3 Cổng (2C1A) - Cáp 240W Đi Kèm - Vỏ Nhôm - Hàng Chính Hãng,67.0,Cao cấp / Premium
Phụ kiện Máy tính,XSmart Store,320000.0,44.0,179200.0,10010.0,4.9,"Chuột Máy Tính Bluetooth X7 Wireless Pin Sạc Kết Nối 2 Chế Độ Cho Mọi Thiết Bị Máy Tính, Laptop, ipad",3000.0,Điện tử & Công nghệ giá cao
Phụ kiện Máy tính,goojodoqstore.vn,200000.0,58.0,84000.0,4720.0,4.8,GOOJODOQ Chuột không dây 2 trong 1 Dual Mode 2.4Ghz Wireless Bluetooth Cordless Mouse,1900.0,Điện tử & Công nghệ giá cao
Phụ kiện Máy tính,epoosuo,300000.0,77.0,69000.0,3930.0,4.9,EPOOSUO | Chuột Bluetooth Đôi Chế Độ Không Dây Sạc Không Dây Im Lặng,0.0,Điện tử & Công nghệ giá cao
Thiết bị nhà bếp,Little Bear Kitchen Appliances Specialty Store,946000.0,69.0,293260.0,120.0,4.8,BEAR | Máy Ép Trái Cây Điện Tử Di Động với Sạc Không Dây,5.0,Hàng tiêu dùng trung giá
Điện,ANENG  Store,277015.0,35.0,180059.0,1030.0,4.6,ANENG M118A Máy Đo Vạn Năng Kĩ Thuật Số Mini Tự Động Mmultimetro Rms Thật Tranistor Meter Với NCV Lưu Dữ Liệu 6000 Đếm Đèn Pin,155.0,Điện tử & Công nghệ giá cao
Phụ kiện điện thoại & máy tính bảng,CleverOfficial Store,132000.0,49.0,67320.0,680.0,4.6,⚡Miễn Phí Vận Chuyển⚡Pin Sạc Dự Phòng 1.5V AA / AAA 9800mAh Kèm 4 Pin Chất Lượng Cao Máy Sạc,215.0,Tiêu dùng giá thấp
Phụ kiện điện thoại & máy tính bảng,ELLYN.E SHOP,180000.0,56.0,79199.0,4910.0,3.5,"[DUNG LƯỢNG 30000MAH] SẠC DỰ PHÒNG MẶT GƯƠNG DUNG LƯỢNG 300000MAH - PIN SẠC DỰ PHÒNG 30000 MAH, HỖ TRỢ SẠC NHIỀU MÁY CÙNG LÚC, CÓ ĐÈN LED CHIẾU SÁNG THÔNG MINH",1300.0,Tiêu dùng giá thấp
Phụ kiện điện thoại & máy tính bảng,MỘC ÂN SHOP TPHCM,1074000.0,93.0,75179.0,5370.0,3.9,[PIN TRÂU 30000MAH - TẶNG CÁP SẠC NHANH] PIN SẠC DỰ PHÒNG CAO CẤP THIẾT KẾ MÀN HÌNH GƯƠNG CỰC SANG TRỌNG - 2 CỔNG SẠC NHANH + ĐÈN LED SIÊU SÁNG TẦM NHÌN TỐT - SẠC DỰ PHÒNG AN TOÀN CHO MỌI DÒNG ĐIỆN THOẠI - PIN SẠC GIÁ RẺ,1500.0,Tiêu dùng giá thấp
Phụ kiện Máy tính,epoosuo,343000.0,67.0,113189.0,1350.0,4.9,EPOOSUO | Chuột Chơi Game Không Dây Nhẹ Nhàng Im Lặng với Bluetooth Hai Chế Độ,9.0,Điện tử & Công nghệ giá cao
Thiết bị nhà bếp,Lebenlang Store,380000.0,34.0,250799.0,2520.0,5.0,"Máy vắt cam mini Lebenlang LBL3383 công suất 40W, dung tích 500ml, bảo hành 2 năm - hàng chính hãng",583.0,Hàng tiêu dùng trung giá
Điện,GlobalTechMart,543000.0,42.0,314940.0,210.0,5.0,MASTFUYI Mini Vạn Năng Kỹ Thuật Số Thông Minh Thợ Điện Bút Thử Điện Áp DC/AC Điện Dung Ohm Hz NCV Chuyên Nghiệp Multitester Cho DIY Điện Làm Việc,51.0,Điện tử & Công nghệ giá cao
Phụ kiện điện thoại & máy tính bảng,TiKa Shop,300000.0,24.0,228000.0,120.0,4.7,"Sạc Dự Phòng 30000mAh 66W Siêu nhanh, Pin dự phòng dung lượng lớn sạc an toàn kiểu dáng hiện đại",44.0,Hàng tiêu dùng trung giá
Phụ kiện điện thoại & máy tính bảng,Sạc dự phòng thông minh 3,518000.0,56.0,227919.0,80.0,3.9,"Xạc dự phòng 50000mAh 800000mah Siêu nhanh PD20W, 120W sạc dự phòng nạp dùng 6 đầu ra 6 đầu vào có đèn LED sạc nhanh",24.0,Hàng tiêu dùng trung giá
Phụ kiện điện thoại & máy tính bảng,Linkee,88000.0,56.0,38719.0,3550.0,4.5,Hỗ Trợ Sạc Không Dây Qi Miếng Dán Cho iPhone 7 6 Cộng Với Micro USB Loại C Phổ Quát Nhanh Sạc Không Dây Bộ Chuyển Đổi Đầu Thu Cuộn Dây,877.0,Tiêu dùng giá thấp
Phụ kiện điện thoại & máy tính bảng,N6hHwUSJ,100000.0,45.0,55000.0,20.0,5.0,[SS] SẠC DỰ PHÒNG CAO CẤP MÀN HÌNH GƯƠNG - 2 CỔNG SẠC NHANH + ĐÈN LED SIÊU SÁNG ( (tuandeptrai241091),0.0,Tiêu dùng giá thấp
Thiết bị đeo thông minh,Pilot Star_VN.Selection,29300.0,23.0,22561.0,8520.0,4.9,Đồng Hồ Thông Minh Thể Thao Bọ Cạp Dành Cho Nữ Màn Hình LED Tích Hợp Đầy Đủ Theo Dõi Hoạt Động Dây Đeo Cổ Tay Kỹ Thuật Số Thời Trang Tương Thích Với Android,4200.0,Tiêu dùng giá thấp
Phụ kiện điện thoại & máy tính bảng,CÔNG TY TNHH MTV GROWN TECH,799200.0,27.0,583416.0,10.0,5.0,"Sạc dự phòng DEIOG DY-208 20000mAh không dây 22.5W chính hãng, sạc nhanh đa năng, đa cổng sạc",6.0,Hàng tiêu dùng cao giá
Phụ kiện Máy tính,xunmei digital,386000.0,63.0,142820.0,3010.0,4.9,GOIIOG | Chuột Không Dây Bluetooth Chế Độ Đôi Sạc Im Lặng,0.0,Điện tử & Công nghệ giá cao
Trường học & văn phòng,Jettingbuy,44226.0,44.0,24766.0,120.0,4.5,"Jettingbuy Máy Tính Điện Tử Mini Cho Sinh Viên Đồ Dùng Văn Phòng Tính Toán Màu Kẹo,",77.0,Tiêu dùng giá thấp
Phụ kiện điện thoại & máy tính bảng,Pisen Official Store 1618388268,1010000.0,35.0,656500.0,60.0,5.0,"Sạc dự phòng PISEN QUICK Power Cube (LC) Digital 22.5W 10000mAh/20000mAh , sạc nhanh, an toàn, chống chai pin, chứng chỉ CCC ( 3C cho lên máy bay ) , phù hợp cho Iphone, samsung, huawei, xiaomi, Model : TP-D260/261 ....  Hàng chính hãng, bảo hành 24 tháng",20.0,Hàng tiêu dùng cao giá
Phụ kiện Máy tính,goojodoqstore.vn,320000.0,54.0,147200.0,1080.0,4.8,chuột chơi game GOOJODOQ Chuột Không Dây 2.4Ghz Có Kết Nối Bluetooth Với Pin Cuộn,294.0,Điện tử & Công nghệ giá cao
Phụ kiện Máy tính,Razer digital,10704000.0,32.0,7278719.0,2330.0,4.9,Razer | Chuột Chơi Game Không Dây,0.0,Điện tử & Công nghệ giá cao
Phụ kiện Máy tính,GOES TiME,864000.0,61.0,336960.0,280.0,4.8,GOES TiME | Chuột Bluetooth Văn Phòng Hình Gấu Dâu Sạc Lại Được,0.0,Điện tử & Công nghệ giá cao
Phụ kiện điện thoại & máy tính bảng,GUTEK,240000.0,47.0,127200.0,1100.0,4.8,Sạc dự phòng 20000mah 10000mah sạc nhanh pin dung lượng lớn có dây sạc cho điện thoại - Gutek YM833,300.0,Hàng tiêu dùng trung giá
Smartphones,LPK_dienthoaigiare,339000.0,12.0,298320.0,410.0,4.4,dienthoaigiare J2prime_g532  hõ trợ thẻ nhớ  zalo facebok tiktok ... nghe gọi vào mạng tải app ok,106.0,Hàng tiêu dùng trung giá
Phụ kiện điện thoại & máy tính bảng,ELLYN.E SHOP,180000.0,56.0,79199.0,470.0,4.5,[BẢO HÀNH 1 ĐỔI 1] - PIN DỰ PHÒNG LCD MẶT GƯƠNG DUNG LƯỢNG 30000MAH - SẠC DỰ PHÒNG CÓ ĐÈN LED HIỂN THỊ DUNG LƯỢNG PIN - HỖ TRỢ SẠC NHANH,58.0,Tiêu dùng giá thấp
Phụ kiện điện thoại & máy tính bảng,Pisen Official Store 1618388268,1045000.0,51.0,512050.0,260.0,4.7,"Sạc dự phòng PISEN QUICK POWERMag 20W 10000mAh (Type-C) . model: TP-D112 - Tương thích đặc biệt từ iphone 12 trở lên, sạc nhanh, công suất 20W, an toàn, chứng nhận CCC ( 3C ) , mang lên máy bay, tàu. Bảo hành 24 tháng - Hàn",63.0,Hàng tiêu dùng cao giá
Phụ kiện điện thoại & máy tính bảng,Pisen Official Store 1618388268,1543000.0,45.0,848650.0,780.0,4.9,"Sạc dự phòng có chân cắm, sạc nhanh , Điện bá đạo PISEN QUICK - High Power Box sạc Laptop,  iPhone, samsung, Android, 87W 22.5W 20W  sạc an toàn, bảo vệ máy, chống chai pin Global - Chính hãng, có bảo hiểm 46 Tỷ",159.0,Cao cấp / Premium
Điện thoại cơ bản,Hoàng Hà Mobile,810000.0,40.0,486000.0,270.0,4.9,"Điện thoại Viettel T2 4G 2,4"" - Chính hãng (lỗi 1 đổi 1 trong 100 ngày) (Dùng cho mọi nhà mạng)",91.0,Hàng tiêu dùng cao giá
Điện,TBC New Store 687,310000.0,35.0,201500.0,0.0,0.0,"Ổ Cắm Điện Đa Năng Bằng Đồng Toàn Bộ Có Dây Chống Quá Tải, Ổ Cắm USB, Công Tắc Độc Lập, Nhiều Lỗ, Ống Dẫn Điện, Sử Dụng Tại Nhà",84.0,Điện tử & Công nghệ giá cao
Phụ kiện điện thoại & máy tính bảng,Vention Franchised Store,955000.0,61.0,372450.0,50.0,5.0,Vention 20000mAh Sạc Dự Phòng 22.5W - Dây Type-C & Lightning Liền - Màn Số Hiển Thị Pin - Sạc 3 Thiết Bị Cùng Lúc - Đủ Tiêu Chuẩn Lên Máy Bay (74Wh) - Hàng Chính Hãng,17.0,Hàng tiêu dùng cao giá
Đồ chơi cho trẻ sơ sinh & trẻ nhỏ,Unknown,768000.0,49.0,391680.0,0.0,0.0,Bộ Đồ Dùng Học Tập Điện Tử Cho Trẻ Em Bộ Quà Tặng Sinh Nhật Cho Bé Trai Và Bé Gái Hộp Quà Tặng Đồ Dùng Văn Phòng Phẩm Chất Lượng Cao,18.0,Hàng tiêu dùng cao giá
Phụ kiện điện thoại & máy tính bảng,Rocoren Official Store,498333.0,41.0,294016.0,16310.0,5.0,Rocoren Power Bank Original Portable Powerbank 30000mah/20000mAh/10000mAh PD 22.5W Fast Charging with Led Display,3700.0,Hàng tiêu dùng trung giá
quà tặng & Gói quà,mingzhuo stationery,381000.0,25.0,285750.0,20.0,4.5,NUOXUNDE | Bộ Dụng Cụ Văn Phòng Điện Tử Cho Bé Gái và Quà Tặng Học Sinh Tiểu Học,0.0,Hàng tiêu dùng trung giá
Phụ kiện Máy tính,goojodoqstore.vn,300000.0,37.0,189000.0,10.0,5.0,Chuột không dây GOOJODOQ kết nối Bluetooth chế độ kép DPI1200/1800/2400/3600 chống nhiễu IPS tương thích rộng,0.0,Điện tử & Công nghệ giá cao
quà tặng & Gói quà,chicbus,530000.0,15.0,450500.0,0.0,0.0,LIXIAOMENG | Đồ Điện Tử Sáng Tạo Thực Tế cho Nam Sử Dụng Văn Phòng,0.0,Hàng tiêu dùng cao giá
Smartphones,HONOR Vietnam,11390000.0,22.0,8884200.0,20.0,5.0,Điện Thoại Honor 400 Lite 5G| Camera 108MP | Pin 5230mAh | Bộ nhớ 256GB | Bảo hành 24 Tháng Hàng Chính Hãng,16.0,Cao cấp / Premium
Thiết bị đeo thông minh,MI MALL VN,1090000.0,40.0,654000.0,3260.0,5.0,"Đồng Hồ, Vòng Đeo Tay Thông Minh Xiaomi Mi BAND 10, BAND 9, Watch 5 Active / Lite - Phiên Bản Quốc Tế, Bảo Hành Chính Hãng 12 Tháng",797.0,Hàng tiêu dùng cao giá
